symbol	Protein Length	Kinome	DING	Ontogen	Foundation	RAS_Pathway
SYNE4	404					
C18orf25	404					
METTL22	404					
UBA5	404					
PLEKHA1	404					
CD209	404					
WSB2	404					
SNX5	404					
AURKA	403	AURKA			AURKA	
SYT7	403					
SEC14L2	403					
ZCCHC18	403					
IDO1	403					
RPL3	403					
AMT	403					
PCBP4	403					
RILPL1	403					
JMJD6	403					
TRMT10C	403					
SNX32	403					
TRIM59	403					
FBXO22	403					
PEX13	403					
TBC1D20	403					
TMEM246	403					
PHF23	403					
QTRT1	403					
FOXQ1	403		FOXQ1			
ZCCHC3	403					
GPRC5B	403					
STAP2	403					
ZNHIT2	403					
FAM221B	402					
SPDYE2B	402					
SPDYE5	402					
PDZK1P1	402					
ZNF587B	402					
LMX1B	402					
APOL3	402					
SHBG	402					
SERPINE1	402					
SPDYE6	402					
BMP8B	402					
PTGER1	402					
SPDYE2	402					
NKAPL	402					
BSPRY	402					
ZCCHC12	402		ZCCHC12			
ZNF322	402					
OLFML1	402					
B3GNT9	402					
C16orf89	402					
BMP8A	402					
PTAR1	402					
HAPLN4	402					
ZNF547	402					
GCNT2	402					
ZNF558	402					
PRR25	402					
STAC	402					
OPN3	402					
LHX5	402					
ZNF586	402					
KLF12	402					
TNFRSF11B	401					
CRTAP	401					
MNX1	401					
KRTAP10-4	401					
DCTN2	401					
TGIF1	401		TGIF1			
AADACL2	401					
GOLM1	401					
SYT8	401					
B3GNT7	401					
PHLDA1	401					
CANT1	401					
MARVELD3	401					
RBM17	401					
RILP	401					
SLC35B3	401					
MAPKAPK2	400	MAPKAPK2				
CYTH3	400					
GFRA3	400					
OAS1	400					
KRT19	400					
UBTFL6	400					
CSF2RA	400					
SPN	400					
PROZ	400					
OPRM1	400					
DRD3	400					
MVD	400					
DOC2A	400					
MS4A18	400					
C1orf141	400					
ASCC1	400					
RNF149	400					
TFG	400					
ZNF514	400					
WDFY2	400					
TMEM43	400					
WWTR1	400					
BLZF1	400					
RRAGD	400					
SIRT7	400					
TBC1D13	400					
SEC14L3	400					
MAP2K4	399	MAP2K4	MAP2K4	MAP2K4	MAP2K4	
ANKRD65	399					
CASQ2	399					
LANCL1	399					
GPR137B	399					
FGFR1OP	399					
AADAC	399					
BRS3	399					
LIPA	399					
INPP1	399					
P2RX1	399					
PCID2	399					
DDI2	399					
LIPK	399					
MYPOP	399					
PDSS2	399					
SGPP2	399					
SEC62	399					
MTERF1	399					
CIPC	399					
CLEC4M	399					
RRAGC	399					
SIRT3	399					
TERF2IP	399					
LEF1	399					
VSIG4	399					
APOL1	398					
TBX1	398					
CCNB2	398					
POLR3D	398					
SERPINE2	398					
LIPF	398					
B4GALT1	398					
TACR2	398					
IL1R2	398					
TRHR	398					
DAP3	398					
ST8SIA6	398					
CYTH1	398					
OTUD3	398					
LIPN	398					
SP5	398					
FAM53A	398					
CATSPER3	398					
LAX1	398					
CADM3	398					
ABHD12	398					
KDF1	398					
ATG4A	398					
KISS1R	398					
BSCL2	398					
S1PR5	398					
GAL3ST2	398					
STOML1	398					
NPTN	398					
SIRPB1	398					
SEC14L6	397					
SHISA8	397					
DNAJA1	397					
ACAA2	397					
SERPINB10	397					
F2RL1	397					
P2RX3	397					
CX3CL1	397					
MESP2	397					
B3GNT8	397					
VPS37A	397					
DNAJA4	397					
ACAT2	397					
GATA5	397					
NXF5	397					
TOR3A	397					
ELL3	397					
LHX9	397					
RBFOX1	397					
B3GNT2	397					
LHX3	397					
STK32A	396	STK32A				
VRK1	396	VRK1				
DHH	396					
SS18L1	396					
DXO	396					
APOA4	396					
BMP2	396					
CCDC130	396					
CTSE	396					
CASQ1	396					
GJC1	396					
SLC35A2	396					
MRPS9	396					
MVK	396					
SIGLEC14	396					
ERCC8	396					
WTAP	396					
DCAF4L1	396					
MPPE1	396					
MAEA	396					
ARC	396					
SNIP1	396					
DDI1	396					
RTN4IP1	396					
NECAB3	396					
ACTR6	396					
TFB2M	396					
C17orf75	396					
GPR84	396					
OLA1	396					
SPO11	396					
GNB5	395					
MAT2A	395			MAT2A		
ZNF200	395					
MAT1A	395					
DHODH	395					
GABPB1	395					
ASAH1	395					
GTF2H2	395					
CBWD6	395					
CBWD3	395		CBWD3			
CBWD5	395					
GTF2H2C	395					
C16orf46	395					
PRSS54	395					
NHLRC1	395					
GRASP	395					
THAP5	395					
CBWD2	395					
DCAF4L2	395					
VN1R2	395					
CREB3L4	395					
PIGK	395					
MRPS31	395					
CABS1	395					
CBWD1	395					
CRACR2A	395					
CHST6	395					
ZNF385D	395					
XKR8	395					
SH3GLB2	395					
CHKB	395					
TSC22D4	395					
PTGDR2	395					
ACTR2	394	ACTR2				
KCNK3	394					
ZSCAN9	394					
ECI2	394					
ZNF763	394					
UGCG	394					
GORAB	394					
PIP5KL1	394					
ALKBH5	394					
GFRAL	394					
SAPCD2	394					
HORMAD1	394					
NDRG1	394			NDRG1		
TMEM79	394					
PHAX	394					
CERS4	394					
PRMT8	394					
CYTH4	394			CYTH4		
PA2G4	394					
B4GALT3	393					
KIN	393					
CRTAM	393					
UBTFL1	393					
HPD	393					
IDH3G	393					
IRF9	393					
HENMT1	393					
NAPEPLD	393					
FAM47E	393					
SH3BP5L	393					
XXYLT1	393					
TP53I13	393					
PROKR1	393					
SDR42E1	393					
KCNJ9	393					
RMND5B	393					
VAT1	393					
DSCC1	393					
CHID1	393					
KCNK4	393					
ATG4B	393					
BCAT2	392					
RBMXL2	392					
BMP15	392					
PRB1	392					
CD46	392					
AGXT	392					
BCKDHB	392					
SEPHS1	392					
GALK1	392					
EN1	392					
HS1BP3	392					
SPOPL	392					
LRRC74B	392					
FAM185A	392					
SPATA6L	392					
CERS5	392					
POGLUT1	392					
SERPINB11	392					
PANX3	392					
PAFAH2	392					
FEZ1	392					
PAAF1	392					
ILKAP	392					
AZI2	392					
PAK1IP1	392					
FAM53C	392					
LUC7L2	392					
CSNK2A1	391	CSNK2A1		CSNK2A1		
NCF1B	391					
SOX1	391					
TRDMT1	391					
PLEKHA8P1	391					
BDKRB2	391					
SSTR1	391					
RBMX	391					
KCNJ1	391					
NAP1L1	391			NAP1L1		
CDC42EP1	391					
PAX5	391		PAX5	PAX5	PAX5	
HERPUD1	391					
RIMKLA	391					
ALLC	391					
TEX9	391					
CSNK2A3	391					
RGP1	391					
DPF2	391					
EDA	391					
WNT2B	391					
RAD9A	391					
TXNIP	391		TXNIP	TXNIP		
RMND5A	391					
SERPINB13	391					
MEIS1	390					
RBFOX2	390					
MMP23B	390					
TGFB1	390					
PDHA1	390					
NCF1	390					
HTR1B	390					
NMBR	390					
SERPINB3	390					
PTGER3	390					
SERPINB4	390					
ZNF121	390					
ILF2	390					
KCNJ11	390					
CHI3L2	390					
ASPHD1	390					
MCAT	390					
LHX4	390					
ESAM	390					
RBMXL1	390					
NEIL1	390					
TSG101	390					
CEP44	390					
HRH4	390					
TUFT1	390					
GFOD1	390					
PIPOX	390					
HS3ST3B1	390					
WNT10B	389					
OXTR	389					
RRM2	389					
PSMC6	389					
SLC14A1	389					
ART3	389					
ALKBH1	389					
PSMD6	389					
ZSCAN23	389					
KLF17	389					
KCTD9	389					
UBE3D	389					
SIRT2	389					
ANKRD42	389					
OSCP1	389					
MTFMT	389					
PCYT2	389					
ZNF670	389					
CBX8	389					
SH2D2A	389					
MTCH1	389					
UTS2R	389					
B4GALT5	388					
RGS20	388					
PGA4	388					
PGA3	388					
PGA5	388					
CD1E	388					
PGC	388					
PDHA2	388					
HOXA13	388					
SSTR4	388					
ARR3	388					
PRR5	388					
HTR4	388					
MIIP	388					
FAM199X	388					
LEKR1	388					
ANGPTL5	388					
MYLK4	388					
CADM4	388					
PTCD2	388					
DGAT2	388					
P2RX4	388					
SLC30A3	388					
SOX7	388					
SSBP3	388					
POFUT1	388					
MBNL1	388					
ZDHHC18	388					
DNAJC28	388					
PHKG1	387	PHKG1				
GTPBP10	387					
GALR2	387					
PALM	387					
BBOX1	387					
TTC4	387					
FAM153B	387					
FAM157C	387					
HSD17B2	387					
HCAR3	387					
EGR3	387		EGR3			
MFGE8	387					
SGCA	387					
CATIP	387					
VSIG1	387					
TRIML2	387					
WDR89	387					
SHARPIN	387					
SLC2A4RG	387					
BARHL2	387					
SIRPG	387					
FBXO4	387					
SNX7	387					
SYT5	386					
LPXN	386					
ACPP	386					
TIA1	386					
ADH7	386					
PTGIR	386					
METAP1	386					
BCAT1	386					
HIBCH	386					
NECAB2	386					
ADIPOR2	386					
VPS36	386					
CHST4	386					
APOBEC3D	386					
ZNF385A	386					
ETNK2	386					
CUEDC1	386					
TNFRSF10D	386					
DNMT3L	386					
RIMKLB	386					
RHBDD3	386					
PPME1	386					
CAMK1D	385	CAMK1D				
PSKH2	385	PSKH2				
MEI4	385					
MCIDAS	385					
IDH3B	385					
TBX10	385					
CD34	385					
BSG	385					
ALDH3B2	385					
CTBS	385					
SMARCB1	385		SMARCB1	SMARCB1	SMARCB1	
GFOD2	385					
MTERF2	385					
MTFR2	385					
WDR74	385					
GDPGP1	385					
CIART	385					
PNKD	385					
C2orf69	385					
F2RL3	385					
PELO	385					
SSBP4	385					
LSM14B	385					
NSMCE4A	385					
PRSS50	385					
NR2E1	385					
CEACAM18	384					
ACKR2	384					
RAD51B	384				RAD51B	
S1PR4	384					
IGHD	384					
FAM157B	384					
NPY1R	384					
GRPR	384					
SOX18	384					
TCF7	384					
FAM102A	384					
B3GNT6	384					
CERS6	384					
KCNK18	384					
PROKR2	384					
SPPL3	384					
NSUN4	384					
CALR3	384					
SPATA32	384					
DUSP9	384					
GPR88	384					
APOBEC3G	384					
SPHK1	384					
AIPL1	384					
UPB1	384					
KIF25	384					
AAR2	384					
FAM157A	383					
PRSS23	383					
CHI3L1	383					
DLK1	383					
MICB	383					
MICA	383					
MTHFSD	383					
DLK2	383					
CERS3	383					
WDR55	383					
NPHS2	383					
FAM217B	383					
ERGIC3	383					
CaMK1b	382	CaMK1b				
MAPKAPK3	382	MAPKAPK3				
PRAMEF26	382					
TPBGL	382					
GJA1	382					
ATP6V1C1	382					
S1PR1	382					
PPM1A	382					
PRELP	382					
MADCAM1	382					
KIR3DS1	382					
NEUROD2	382					
ZNF787	382					
LAYN	382					
DMBX1	382					
RAB3IL1	382					
LMX1A	382					
PABPC5	382					
KLHDC3	382					
QPCTL	382					
B4GALT6	382					
FETUB	382					
APOBEC3B	382					
AMACR	382					
UBAP1L	381					
RNF13	381					
CKM	381					
SFTPB	381					
CD55	381					
PRKAR1A	381		PRKAR1A	PRKAR1A	PRKAR1A	
CKB	381					
PTX3	381					
PRKAR1B	381					
GNAL	381					
NPY2R	381					
GNA12	381					
KRR1	381					
HSP90AB2P	381					
ABRA	381					
BHLHE22	381					
ELMOD3	381					
PHF7	381					
LDHAL6B	381					
ADAP2	381					
KCMF1	381					
NFKBIL1	381					
GPR34	381					
TMEM229A	380					
ANKRD63	380					
ACOT7	380					
ST8SIA3	380					
NCK2	380					
SERPINB7	380					
SASH3	380					
MT-CYB	380					
ADH4	380					
NELFE	380					
ELAVL4	380					
APLNR	380					
FEN1	380					
OPRK1	380					
WNT5A	380			WNT5A		
VASP	380					
IL13RA2	380					
TTC19	380					
TMEM64	380					
TMEFF1	380					
NUP43	380					
NPRL2	380					
DPF1	380					
MRPL38	380					
CERS2	380					
C1orf159	380					
C8orf76	380					
CCDC74B	380					
UBL7	380					
ASPN	380					
MTRF1L	380					
GPR132	380					
NEU2	380					
CDKL4	379	CDKL4				
EME2	379					
ANHX	379					
GALT	379					
ZNF883	379					
SERPINB1	379					
KCNJ10	379					
FOXF1	379					
PLEKHG7	379					
TMEM173	379					
PALM2	379					
RIBC1	379					
LFNG	379					
DNAJB14	379					
SUN5	379					
PARL	379					
LYAR	379					
THEG	379					
ARMCX3	379					
WIF1	379					
RFPL2	378					
B3GALT4	378					
IL3RA	378					
CCR7	378					
MAS1L	378					
HNRNPA3	378					
FOXI1	378					
CDC37	378					
ZNF684	378					
BTBD8	378					
METTL2B	378					
WDR73	378					
CLEC17A	378					
DPF3	378					
CCDC74A	378					
TIMD4	378					
METTL2A	378					
S1PR3	378					
B3GNT5	378					
B3GNT4	378					
AGPAT4	378					
TPST2	377					
DUSP11	377					
PEX14	377					
IGHG3	377					
NCK1	377			NCK1		
HTR1D	377					
P2RY2	377					
CASP4	377					
PGGT1B	377					
PSMD4	377					
ACTA2	377					
ACTC1	377					
ACTA1	377					
CCNI	377					
GNA13	377		GNA13		GNA13	
MLC1	377					
NDUFA9	377					
SLC10A6	377					
FFAR4	377					
DHRS13	377					
PAQR9	377					
ZADH2	377					
TTL	377					
MUC7	377					
HM13	377					
ACTRT2	377					
ZDHHC16	377					
RPUSD4	377					
ERGIC2	377					
KIR2DL4	377					
HDAC8	377					
TM6SF2	377					
NIF3L1	377					
CCDC113	377					
PTGES2	377					
RNF215	377					
RCCD1	376					
ST8SIA5	376					
HOXA2	376					
RAD51C	376				RAD51C	
WBP4	376					
GLI4	376					
SERPINB6	376					
ACTR1B	376					
SERPINB9	376					
GTF2A1	376					
CTSW	376					
FOXL2	376				FOXL2	
ACTR1A	376					
ACTG2	376			ACTG2		
FMOD	376					
TMEM183B	376					
SP6	376					
ACTBL2	376					
DPY19L2P2	376					
WDR86	376					
TMEM183A	376					
CHST14	376					
SLC30A7	376					
NOXO1	376					
ACTRT1	376					
RNF133	376					
PHYHIPL	376					
PARD6G	376					
TRABD	376					
C12orf10	376					
AGPAT3	376					
PSMD13	376					
NME7	376					
NUDT19	375					
MSTN	375					
ADH1B	375					
ADH1C	375					
ADH1A	375					
CD14	375					
SFTPD	375					
DEK	375					
SERPINB5	375					
NPY4R	375					
ACTB	375			ACTB		
ACTG1	375			ACTG1		
TIAL1	375					
ST3GAL3	375					
PDGFRL	375					
TBPL2	375					
UBE2Q2	375					
ST8SIA2	375					
ADIPOR1	375					
PRMT6	375					
GPER1	375					
MEIS3	375					
KCNJ15	375					
NAP1L4	375					
POTEKP	375					
AS3MT	375					
GPR27	375					
FANCL	375				FANCL	
DNAJB12	375					
NDRG3	375					
F2RL2	374					
SPOP	374		SPOP	SPOP	SPOP	
ADAP1	374					
ADH5	374					
FCGR1A	374					
GNA15	374					
CCR2	374					
SERPINB8	374					
CCR6	374					
FUT5	374					
TRAM1	374					
RRAGB	374					
ERICH5	374					
DUX4L9	374					
EIF3M	374					
CPO	374					
SLC35F2	374					
CCDC89	374					
SUMF1	374					
RXFP4	374					
FBXL8	374					
P2RY11	374					
PBX4	374					
ZNF696	374					
GPN1	374					
KCNK9	374					
FANCF	374					
TMEFF2	374					
ST6GALNAC2	374					
HYKK	373					
FOXE1	373					
LDB2	373					
MAF	373				MAF	
HSD3B1	373				HSD3B1	
GLUL	373					
P2RY1	373					
ARFIP1	373					
PEX3	373					
NSDHL	373					
NFE2	373					
XKR9	373					
MBNL2	373					
TPRA1	373					
APOBEC3F	373					
FBLIM1	373					
SNX21	373					
CCDC34	373					
PGLYRP4	373					
CMKLR1	373					
AIFM2	373					
MECR	373					
CEP41	373					
CLMP	373					
EXO5	373					
GPR173	373					
SAMSN1	373					
MAGEC2	373					
LIPT1	373					
RCL1	373					
DMRT1	373					
STK17B	372	STK17B				
CDK9	372	CDK9				
TRIB1	372	TRIB1				
ARPC1B	372					
YY2	372					
LIAS	372					
GMDS	372					
B4GALT2	372					
H2AFY	372					
METTL18	372					
HNRNPA1	372					
SELL	372					
YBX3	372					
HSD3B2	372					
CNTFR	372					
GDF1	372					
CXCR5	372					
OPRD1	372					
CYP27C1	372					
CCNJ	372					
FA2H	372					
RABEPK	372					
C18orf54	372					
PPM1K	372					
RNF34	372					
ZNF830	372					
ACTRT3	372					
PARD6B	372					
LPAR5	372					
PARVA	372					
H2AFY2	372					
USP18	372					
B3GNT3	372					
GPR45	372					
CREB3	371					
ZDHHC11B	371					
F8A1	371					
AVPR2	371					
NKX2-1	371				NKX2-1	
PCBP3	371					
ELF3	371		ELF3	ELF3		
GLT8D1	371					
NPSR1	371					
GRINA	371					
ATCAY	371					
SLC35F6	371					
ZNF707	371					
LRRC58	371					
SLC39A13	371					
COQ2	371					
HPDL	371					
PRMT1	371					
CDCA7	371					
LRRC2	371					
CRLF2	371					
LUC7L	371					
NDRG2	371					
CAMK1	370	CAMK1				
DAPK2	370	DAPK2				
TPST1	370					
USP12	370					
WNT1	370					
PABPC4L	370					
OPRL1	370					
PRLHR	370					
KRTAP10-7	370					
GPR85	370					
PPID	370					
TRAM2	370					
SLC25A41	370					
LRTM2	370					
HMGCLL1	370					
FAM110B	370					
LPGAT1	370					
ARPC1A	370					
GJD4	370					
LPAR4	370					
TM6SF1	370					
CD244	370					
PDGFD	370					
LRRC19	370					
PANK3	370					
STARD7	370					
CABP1	370					
HAO1	370					
NSFL1C	370					
PSAT1	370					
NPIPA2	369					
NPIPA7	369					
OR2T1	369					
PRPSAP2	369					
NPIPA8	369					
SSTR2	369					
IL2RG	369					
MAGEA10	369					
DHPS	369					
ST13	369					
CCR9	369					
FAM187B	369					
ASPHD2	369					
CCNI2	369					
RIC3	369					
CACUL1	369					
SLC30A8	369					
TRAM1L1	369					
NAT16	369					
C2CD4A	369					
5-Sep	369					
5-Sep	369					
MRI1	369					
FRMD8P1	369					
HSD3B7	369					
COQ3	369					
PCYT1B	369					
STK19	368	STK19				
GALR3	368					
ZNF24	368					
BGN	368					
ADH6	368					
CXCR3	368					
RAE1	368					
SNAPC1	368					
ANKRD40	368					
PRR5L	368					
TMEM26	368					
FAM81A	368					
HAUS7	368					
SH3GL1	368					
NT5C1A	368					
GPR62	368					
NIPAL2	368					
FBXO28	368					
EXOG	368					
POLDIP2	368					
POLR2M	368					
MAPK12	367	MAPK12				
TSSK1B	367	TSSK1B				
CTNS	367					
AHSG	367					
UROD	367					
HSPA7	367					
PCYT1A	367					
NKX6-1	367					
KCNAB2	367					
GPR17	367					
CDK5R2	367					
ELAVL3	367					
RBM48	367					
LRRC28	367					
DMRTC2	367					
WDR31	367					
FBXO25	367					
APOBEC4	367					
1-Sep	367					
1-Sep	367					
GDAP1L1	367					
PRDM12	367					
ZDHHC2	367					
HS3ST2	367					
DRG1	367					
NCF1C	366					
LEFTY2	366					
RTCA	366					
LEFTY1	366					
INHA	366					
EBLN1	366					
HTR1F	366					
IDH3A	366					
SMS	366					
USP46	366					
TARBP2	366					
METTL24	366					
GKAP1	366					
TDRD10	366					
LIPJ	366					
APOA5	366					
FAM131A	366					
TMEM25	366					
SETD7	366					
GHSR	366					
ACTL8	366					
ABI3	366					
HLA-C	366					
MAPK13	365	MAPK13				
SULT2B1	365					
WNT9A	365					
DCX	365					
FOXH1	365					
FUT1	365					
HTR1E	365					
P2RY4	365					
FCGRT	365					
KRTAP10-6	365					
CXADR	365					
MEF2B	365				MEF2B	
RRS1	365					
PCBP2	365					
GPR68	365					
SLC35G1	365					
ZDHHC20	365					
VASH1	365					
PHF6	365		PHF6	PHF6		
C8orf58	365					
SGMS2	365					
GTF3A	365					
ZMYND12	365					
SLC35C2	365					
VSX1	365					
LMCD1	365					
WNT16	365					
SUGT1	365					
SH3GLB1	365					
WNT6	365					
HLA-A	365		HLA-A	HLA-A		
MAPK11	364	MAPK11				
C2CD4B	364					
FIBP	364					
OPN1LW	364					
OPN1MW	364					
ALDOA	364					
ALDOB	364					
ALDOC	364					
OPN1MW2	364					
MYCL	364				MYCL	
CD33	364					
SSTR5	364					
IST1	364					
DRG2	364					
VPS72	364					
PDLIM3	364					
RHBDD2	364					
ZNF474	364					
ZNF589	364					
PROCA1	364					
NKX2-3	364					
LPAR1	364					
SLC35C1	364					
SLC25A28	364					
HAVCR1	364					
STAC3	364					
RBM4	364					
PARVB	364					
POPDC2	364					
GDF3	364					
AGPAT5	364					
PNMA2	364					
YBX2	364					
ZDHHC9	364					
RPP40	363					
ADA	363					
RFC4	363			RFC4		
AGTR2	363					
RAD23A	363					
GBX1	363					
TECRL	363					
PSRC1	363					
C3P1	363					
SPATA22	363					
HCAR2	363					
RFFL	363					
GPR78	363					
BHMT2	363					
HAUS4	363					
ELAC1	363					
C1GALT1	363					
C20orf96	363					
ADPRHL2	363					
LHX6	363					
TMEM129	362					
FAM172BP	362					
MSI1	362					
TDP2	362					
HLA-H	362					
ACKR3	362					
CCR10	362					
GPR4	362					
GPR6	362					
MTNR1B	362					
MFAP3	362					
ADK	362					
SLC25A3	362					
KLF1	362					
NAA30	362					
CYHR1	362					
ABHD12B	362					
EPHX4	362					
MAB21L3	362					
OR5AU1	362					
SDF4	362					
RNF32	362					
AVEN	362					
MORF4L1	362					
HLA-B	362		HLA-B	HLA-B		
GPR25	361					
SURF6	361					
TOMM40	361					
HMBS	361					
FUT3	361					
GPR183	361					
POU3F4	361					
ATXN3	361		ATXN3			
VSX2	361					
SSBP2	361					
2-Sep	361					
2-Sep	361					
2-Sep	361					
QPCT	361					
CXorf66	361					
CCNYL2	361					
B3GNTL1	361					
ANKRD16	361					
TTC23L	361					
ETV3L	361					
NUDCD3	361					
ATAD1	361					
RSAD2	361					
DNASE2B	361					
SPATA17	361					
CAAP1	361					
HOMER3	361					
PCMTD2	361					
TMEM30A	361					
GPR52	361					
CDK10	360	CDK10				
MAPK14	360	MAPK14				
DNASE2	360					
KCNJ13	360					
SNUPN	360					
CCNDBP1	360					
WNT2	360					
CXCR2	360					
CNR2	360					
PTPN7	360					
GPR15	360					
CCR4	360					
MRPS22	360					
LSM11	360					
POU5F1	360					
PPP1R7	360					
ARMCX4	360					
PPM1L	360					
FAM102B	360					
TMEM198	360					
LETMD1	360					
AMZ2	360					
NIPA2	360					
BVES	360					
OR1L1	360					
SEH1L	360					
PRR11	360					
TXNDC15	360					
C12orf42	360					
TEFM	360					
HAPLN3	360					
ANKRD2	360					
DNAJC25	360					
EPHX3	360					
CCDC86	360					
WARS2	360					
WDR45	360					
GMPPB	360					
SGK110	359	SGK110				
PEX12	359					
SCD	359					
CHAD	359					
AKR7A2	359					
CYTIP	359					
SKAP2	359					
HEXIM1	359					
KLF8	359					
DCN	359					
SBK3	359					
PDHB	359					
CD72	359					
HRH2	359					
TMOD1	359					
GNA11	359		GNA11	GNA11	GNA11	
AGTR1	359					
PTGFR	359					
GNAQ	359		GNAQ		GNAQ	
FUT6	359					
NAAA	359					
POU5F1B	359					
ELAVL2	359					
PTGDR	359					
MAB21L1	359					
C4orf17	359					
NOXRED1	359					
FCRLA	359					
P2RY8	359				P2RY8	
SKAP1	359					
CCNYL1	359					
OR5T2	359					
OR8S1	359					
ST8SIA4	359					
ISL2	359					
MCUR1	359					
RBM4B	359					
SLC25A39	359					
WNT5B	359					
NANS	359					
RNF146	359					
IMPAD1	359					
HSPBP1	359					
FUT9	359					
MAB21L2	359					
PRKX	358	PRKX				
CDKL1	358	CDKL1				
TSSK2	358	TSSK2				
TRIB3	358	TRIB3				
C19orf67	358					
MEIS3P2	358					
PPP1R3G	358					
SLC9A3R1	358					
CLN5	358					
STBD1	358					
HLA-E	358					
GJA5	358					
PTGER2	358					
CEBPA	358		CEBPA	CEBPA	CEBPA	
USP41	358					
WDR53	358					
12-Sep	358					
12-Sep	358					
GDAP1	358					
GPR20	358					
PDCD2L	358					
GPR87	358					
TRIM54	358					
DNAJC18	358					
LTB4R2	358					
DNAJB11	358					
3-Sep	358					
3-Sep	358					
3-Sep	358					
ZNF391	358					
HMX3	357					
EIF3F	357					
WNT9B	357					
LRPAP1	357					
G6PC	357					
HTR5A	357					
ADPRH	357					
SORD	357					
RBM43	357					
BNIPL	357					
VN1R5	357					
GPRC5A	357					
SUN3	357					
FAM45A	357					
SNRNP40	357					
PCMTD1	357					
WDR92	357					
OR2B2	357					
AUNIP	357					
FAM118A	357					
ATP1B4	357					
PRR19	356					
CHST10	356					
GPR32	356					
GPANK1	356					
HOXB2	356					
RFC3	356					
LMAN2	356					
NEUROD1	356					
PRPSAP1	356					
PCBP1	356		PCBP1	PCBP1		
NFKBIB	356					
LGALS9B	356					
ZCWPW2	356					
IBA57	356					
LHX8	356					
LGALS9C	356					
HS2ST1	356					
APTX	356					
FADS6	356					
ST8SIA1	356					
INO80B	356					
CDC42EP4	356					
DSN1	356					
SERTAD4	356					
STOML2	356					
VPS37C	355					
DCDC2C	355					
LGALS9	355					
OR1I1	355					
NDUFA10	355					
GNA14	355					
GNAI2	355					
GNAZ	355					
PON1	355					
CCR1	355					
GPR1	355					
CX3CR1	355					
CCR3	355					
CCR8	355					
WNT3	355					
STX5	355					
HNRNPD	355					
ADAL	355					
SPSB3	355					
VASH2	355					
SIRT6	355					
ZNF781	355					
FBXO32	355					
TSPAN10	355					
ATXN3L	355					
TSPY26P	355					
IGFLR1	355					
G6PC2	355					
SLC35D1	355					
KLF2	355					
MYBPHL	354					
GNAT3	354					
CA12	354					
WNT11	354					
OTC	354					
GNAI3	354					
GNAO1	354					
HAPLN1	354					
ABO	354					
GNAT2	354					
OTX1	354					
CD68	354					
RFC2	354					
GNAI1	354			GNAI1		
ARG2	354					
PON2	354					
PON3	354					
OPN5	354					
NEGR1	354					
HOMER1	354					
CLVS1	354					
KLHDC8B	354					
FAM181A	354					
ADPRHL1	354					
PAQR8	354					
ATOH1	354					
KTI12	354					
L3HYPDH	354					
HMCES	354					
P2RY13	354					
NKX2-4	354					
UBE2Z	354					
CREBZF	354					
HOMER2	354					
MBNL3	354					
C5orf60	353					
C2CD4D	353					
TCP10L2	353					
S1PR2	353					
IGHA1	353					
HNRNPA2B1	353					
FPR3	353					
